service_id,date,exception_type
000025,20231017,1
000025,20231018,1
000025,20231019,1
000026,20231022,1
000026,20231029,1
000026,20231103,1
000026,20231105,1
000026,20231110,1
000026,20231112,1
000027,20231020,1
000027,20231027,1
000028,20231016,1
000028,20231017,1
000028,20231018,1
000028,20231019,1
000028,20231020,1
000028,20231023,1
000028,20231024,1
000028,20231025,1
000028,20231026,1
000028,20231027,1
000028,20231030,1
000028,20231031,1
000028,20231101,1
000028,20231102,1
000028,20231106,1
000028,20231107,1
000028,20231108,1
000028,20231109,1
000028,20231110,1
000029,20231103,1
000030,20231020,1
000030,20231027,1
000030,20231103,1
000030,20231110,1
000031,20231014,1
000031,20231028,1
000032,20231021,1
000032,20231104,1
000033,20231016,1
000033,20231017,1
000033,20231018,1
000033,20231019,1
000033,20231022,1
000033,20231023,1
000033,20231024,1
000033,20231025,1
000033,20231026,1
000033,20231029,1
000033,20231030,1
000033,20231031,1
000033,20231102,1
000033,20231105,1
000033,20231106,1
000033,20231107,1
000033,20231108,1
000033,20231109,1
000033,20231112,1
000034,20231021,1
000034,20231028,1
000034,20231104,1
000034,20231111,1
000035,20231016,1
000035,20231017,1
000035,20231018,1
000035,20231019,1
000035,20231022,1
000035,20231025,1
000035,20231026,1
000035,20231031,1
000035,20231102,1
000035,20231105,1
000035,20231106,1
000035,20231107,1
000035,20231108,1
000035,20231109,1
000035,20231112,1
000036,20231023,1
000036,20231024,1
000036,20231029,1
000036,20231030,1
000037,20231022,1
000037,20231029,1
000037,20231105,1
000038,20231031,1
000039,20231015,1
000039,20231016,1
000039,20231017,1
000039,20231018,1
000039,20231019,1
000039,20231022,1
000039,20231023,1
000039,20231024,1
000039,20231025,1
000039,20231026,1
000039,20231029,1
000039,20231030,1
000039,20231102,1
000039,20231105,1
000039,20231106,1
000039,20231107,1
000039,20231108,1
000039,20231109,1
000039,20231112,1
000040,20231015,1
000040,20231022,1
000040,20231029,1
000040,20231105,1
000041,20231020,1
000042,20231016,1
000042,20231017,1
000042,20231018,1
000042,20231019,1
000042,20231020,1
000042,20231023,1
000042,20231024,1
000042,20231025,1
000042,20231026,1
000042,20231027,1
000042,20231030,1
000042,20231031,1
000042,20231101,1
000042,20231102,1
000042,20231103,1
000042,20231106,1
000042,20231107,1
000042,20231108,1
000042,20231109,1
000042,20231110,1
000043,20231020,1
000043,20231027,1
000043,20231110,1
000044,20231016,1
000044,20231017,1
000044,20231018,1
000044,20231019,1
000044,20231023,1
000044,20231024,1
000044,20231025,1
000044,20231026,1
000044,20231030,1
000044,20231031,1
000044,20231106,1
000044,20231107,1
000044,20231108,1
000044,20231109,1
000045,20231102,1
000046,20231020,1
000046,20231027,1
000046,20231101,1
000046,20231103,1
000046,20231110,1
000047,20231014,1
000047,20231021,1
000047,20231111,1
000048,20231028,1
000049,20231017,1
000049,20231018,1
000049,20231019,1
000049,20231024,1
000049,20231025,1
000049,20231031,1
000049,20231102,1
000049,20231107,1
000049,20231108,1
000049,20231109,1
000050,20231029,1
000051,20231015,1
000051,20231105,1
000051,20231112,1
000052,20231015,1
000052,20231022,1
000052,20231029,1
000052,20231105,1
000052,20231112,1
000053,20231104,1
000053,20231111,1
000054,20231013,1
000054,20231020,1
000054,20231027,1
000054,20231103,1
000054,20231110,1
000055,20231017,1
000055,20231018,1
000055,20231019,1
000055,20231102,1
000055,20231107,1
000055,20231108,1
000055,20231109,1
000056,20231021,1
000056,20231028,1
000057,20231016,1
000057,20231022,1
000057,20231106,1
000058,20231017,1
000058,20231018,1
000058,20231019,1
000058,20231020,1
000058,20231024,1
000058,20231025,1
000058,20231026,1
000058,20231027,1
000058,20231031,1
000058,20231101,1
000058,20231102,1
000058,20231103,1
000058,20231107,1
000058,20231109,1
000058,20231110,1
000059,20231013,1
000059,20231016,1
000059,20231017,1
000059,20231018,1
000059,20231019,1
000059,20231020,1
000059,20231027,1
000059,20231102,1
000059,20231103,1
000059,20231107,1
000059,20231108,1
000059,20231109,1
000059,20231110,1
000060,20231022,1
000060,20231029,1
000061,20231023,1
000061,20231024,1
000061,20231025,1
000061,20231030,1
000061,20231031,1
000061,20231101,1
000061,20231102,1
000062,20231103,1
000062,20231110,1
000063,20231021,1
000063,20231022,1
000063,20231028,1
000063,20231029,1
000064,20231105,1
000064,20231112,1
000065,20231014,1
000065,20231015,1
000066,20231106,1
000067,20231109,1
000068,20231105,1
000069,20231023,1
000069,20231030,1
000070,20231021,1
000071,20231021,1
000071,20231022,1
000071,20231023,1
000071,20231028,1
000071,20231029,1
000071,20231030,1
000072,20231013,1
000072,20231015,1
000072,20231016,1
000072,20231017,1
000072,20231018,1
000072,20231019,1
000072,20231020,1
000072,20231021,1
000072,20231022,1
000073,20231024,1
000073,20231025,1
000073,20231026,1
000073,20231027,1
000073,20231031,1
000073,20231101,1
000073,20231102,1
000074,20231110,1
000075,20231107,1
000075,20231108,1
000075,20231109,1
000075,20231111,1
000076,20231023,1
000076,20231028,1
000076,20231029,1
000076,20231030,1
000076,20231104,1
000076,20231106,1
000077,20231013,1
000077,20231015,1
000078,20231023,1
000078,20231029,1
000078,20231030,1
000078,20231104,1
000078,20231105,1
000078,20231106,1
000078,20231112,1
000079,20231016,1
000079,20231017,1
000079,20231018,1
000079,20231019,1
000079,20231020,1
000079,20231021,1
000079,20231022,1
000080,20231021,1
000080,20231022,1
000080,20231028,1
000081,20231107,1
000081,20231108,1
000081,20231109,1
000082,20231016,1
000082,20231017,1
000082,20231018,1
000082,20231019,1
000082,20231020,1
000082,20231022,1
000082,20231023,1
000083,20231030,1
000083,20231106,1
000084,20231024,1
000084,20231025,1
000084,20231026,1
000085,20231031,1
000085,20231101,1
000086,20231016,1
000087,20231030,1
000088,20231023,1
000089,20231024,1
000089,20231025,1
000089,20231026,1
000089,20231027,1
000090,20231104,1
000090,20231105,1
000091,20231031,1
000091,20231101,1
000091,20231102,1
000091,20231103,1
000091,20231107,1
000091,20231108,1
000091,20231109,1
000091,20231110,1
000092,20231015,1
000092,20231017,1
000092,20231018,1
000092,20231019,1
000092,20231020,1
000092,20231021,1
000093,20231013,1
000093,20231020,1
000093,20231022,1
000093,20231027,1
000094,20231029,1
000094,20231103,1
000094,20231110,1
000095,20231028,1
000095,20231029,1
000096,20231013,1
000096,20231016,1
000096,20231017,1
000096,20231018,1
000096,20231019,1
000096,20231020,1
000096,20231023,1
000096,20231024,1
000096,20231025,1
000096,20231026,1
000096,20231027,1
000096,20231030,1
000096,20231031,1
000096,20231101,1
000096,20231102,1
000096,20231103,1
000096,20231106,1
000096,20231107,1
000096,20231108,1
000096,20231109,1
000097,20231013,1
000097,20231016,1
000097,20231017,1
000097,20231018,1
000097,20231019,1
000097,20231020,1
000097,20231106,1
000097,20231107,1
000097,20231108,1
000097,20231109,1
000097,20231110,1
000098,20231023,1
000098,20231024,1
000098,20231025,1
000098,20231026,1
000098,20231027,1
000098,20231030,1
000098,20231031,1
000098,20231102,1
000098,20231103,1
000099,20231026,1
000099,20231027,1
000099,20231030,1
000099,20231107,1
000099,20231108,1
000099,20231109,1
000099,20231110,1
000100,20231013,1
000100,20231016,1
000100,20231017,1
000100,20231018,1
000100,20231019,1
000100,20231020,1
000100,20231023,1
000100,20231024,1
000100,20231025,1
000101,20231017,1
000101,20231018,1
000101,20231019,1
000101,20231020,1
000102,20231013,1
000102,20231016,1
000103,20231024,1
000103,20231025,1
000103,20231026,1
000103,20231027,1
000103,20231031,1
000103,20231101,1
000103,20231102,1
000103,20231103,1
000103,20231107,1
000103,20231108,1
000103,20231109,1
000103,20231110,1
000104,20231023,1
000104,20231030,1
000104,20231106,1
000105,20231013,1
000105,20231016,1
000105,20231017,1
000105,20231018,1
000105,20231019,1
000105,20231020,1
000105,20231023,1
000105,20231024,1
000105,20231025,1
000105,20231026,1
000105,20231027,1
000105,20231030,1
000105,20231031,1
000105,20231101,1
000105,20231102,1
000105,20231106,1
000105,20231107,1
000105,20231108,1
000105,20231109,1
000105,20231110,1
000106,20231029,1
000106,20231103,1
000107,20231013,1
000107,20231016,1
000107,20231017,1
000107,20231018,1
000107,20231019,1
000107,20231020,1
000107,20231023,1
000107,20231024,1
000107,20231025,1
000107,20231026,1
000107,20231027,1
000107,20231030,1
000107,20231031,1
000107,20231101,1
000107,20231102,1
000107,20231103,1
000107,20231107,1
000107,20231108,1
000107,20231109,1
000107,20231110,1
000108,20231017,1
000108,20231018,1
000108,20231019,1
000108,20231020,1
000108,20231024,1
000108,20231025,1
000108,20231026,1
000108,20231027,1
000108,20231031,1
000108,20231101,1
000108,20231102,1
000108,20231103,1
000108,20231107,1
000108,20231108,1
000108,20231109,1
000108,20231110,1
000109,20231013,1
000109,20231016,1
000109,20231023,1
000109,20231030,1
000109,20231106,1
000110,20231030,1
000110,20231031,1
000110,20231101,1
000110,20231102,1
000110,20231103,1
000110,20231106,1
000110,20231107,1
000110,20231108,1
000110,20231109,1
000110,20231110,1
000111,20231013,1
000111,20231016,1
000111,20231017,1
000111,20231018,1
000111,20231019,1
000111,20231020,1
000112,20231023,1
000112,20231024,1
000112,20231025,1
000113,20231026,1
000113,20231027,1
000114,20231013,1
000114,20231103,1
000114,20231110,1
000115,20231016,1
000115,20231017,1
000115,20231018,1
000115,20231019,1
000115,20231024,1
000115,20231025,1
000115,20231026,1
000115,20231031,1
000115,20231101,1
000115,20231102,1
000115,20231106,1
000115,20231107,1
000115,20231108,1
000115,20231109,1
000116,20231016,1
000116,20231106,1
000117,20231013,1
000117,20231016,1
000117,20231106,1
000118,20231017,1
000118,20231018,1
000118,20231019,1
000118,20231020,1
000118,20231023,1
000118,20231024,1
000118,20231025,1
000118,20231026,1
000118,20231027,1
000118,20231030,1
000118,20231031,1
000118,20231102,1
000118,20231103,1
000118,20231107,1
000118,20231108,1
000118,20231109,1
000118,20231110,1
000119,20231022,1
000119,20231023,1
000119,20231024,1
000119,20231025,1
000119,20231026,1
000119,20231027,1
000119,20231029,1
000119,20231030,1
000119,20231031,1
000119,20231101,1
000119,20231102,1
000119,20231103,1
000120,20231013,1
000120,20231027,1
000120,20231103,1
000120,20231110,1
000121,20231016,1
000121,20231017,1
000121,20231018,1
000121,20231019,1
000121,20231106,1
000121,20231107,1
000121,20231108,1
000121,20231109,1
000122,20231013,1
000122,20231016,1
000122,20231017,1
000122,20231018,1
000122,20231019,1
000122,20231020,1
000122,20231023,1
000122,20231024,1
000122,20231025,1
000122,20231026,1
000122,20231027,1
000122,20231030,1
000122,20231031,1
000122,20231102,1
000122,20231103,1
000122,20231106,1
000122,20231107,1
000122,20231108,1
000122,20231109,1
000122,20231110,1
000123,20231029,1
000123,20231101,1
000124,20231013,1
000124,20231020,1
000124,20231022,1
000124,20231027,1
000124,20231029,1
000124,20231103,1
000124,20231110,1
000125,20231016,1
000125,20231017,1
000125,20231018,1
000125,20231019,1
000125,20231023,1
000125,20231030,1
000125,20231106,1
000125,20231107,1
000125,20231108,1
000125,20231109,1
000126,20231024,1
000126,20231025,1
000126,20231026,1
000126,20231031,1
000126,20231101,1
000126,20231102,1
000127,20231013,1
000127,20231020,1
000128,20231023,1
000128,20231027,1
000128,20231030,1
000128,20231103,1
000129,20231013,1
000129,20231016,1
000129,20231017,1
000129,20231018,1
000129,20231019,1
000129,20231020,1
000129,20231024,1
000129,20231025,1
000129,20231026,1
000129,20231031,1
000129,20231101,1
000129,20231102,1
000129,20231107,1
000129,20231108,1
000129,20231109,1
000129,20231110,1
000130,20231016,1
000130,20231023,1
000130,20231030,1
000130,20231106,1
000131,20231013,1
000131,20231017,1
000131,20231018,1
000131,20231019,1
000131,20231020,1
000131,20231024,1
000131,20231025,1
000131,20231026,1
000131,20231027,1
000131,20231031,1
000131,20231101,1
000131,20231102,1
000131,20231103,1
000131,20231107,1
000131,20231108,1
000131,20231109,1
000131,20231110,1
000132,20231013,1
000132,20231016,1
000132,20231017,1
000132,20231018,1
000132,20231019,1
000132,20231020,1
000132,20231021,1
000132,20231023,1
000132,20231024,1
000132,20231025,1
000132,20231026,1
000132,20231027,1
000132,20231028,1
000132,20231030,1
000132,20231031,1
000132,20231101,1
000132,20231102,1
000132,20231103,1
000132,20231106,1
000132,20231107,1
000132,20231108,1
000132,20231109,1
000132,20231110,1
000133,20231013,1
000133,20231016,1
000133,20231017,1
000133,20231018,1
000133,20231019,1
000133,20231020,1
000133,20231023,1
000133,20231024,1
000133,20231025,1
000133,20231026,1
000133,20231027,1
000133,20231030,1
000133,20231031,1
000133,20231101,1
000133,20231102,1
000133,20231103,1
000133,20231106,1
000133,20231107,1
000133,20231108,1
000133,20231109,1
000133,20231110,1
000134,20231013,1
000134,20231020,1
000134,20231022,1
000134,20231023,1
000134,20231024,1
000134,20231025,1
000134,20231026,1
000134,20231027,1
000134,20231029,1
000134,20231030,1
000134,20231031,1
000134,20231101,1
000134,20231102,1
000134,20231103,1
000134,20231110,1
000135,20231013,1
000135,20231016,1
000135,20231017,1
000135,20231018,1
000135,20231019,1
000135,20231023,1
000135,20231024,1
000135,20231025,1
000135,20231026,1
000135,20231030,1
000135,20231031,1
000135,20231101,1
000135,20231102,1
000135,20231106,1
000135,20231107,1
000135,20231108,1
000135,20231109,1
000136,20231013,1
000136,20231016,1
000136,20231017,1
000136,20231018,1
000136,20231019,1
000136,20231020,1
000136,20231021,1
000136,20231024,1
000136,20231025,1
000136,20231026,1
000136,20231028,1
000136,20231031,1
000136,20231102,1
000136,20231106,1
000136,20231107,1
000136,20231108,1
000136,20231109,1
000136,20231110,1
000137,20231104,1
000137,20231105,1
000137,20231111,1
000137,20231112,1
000138,20231013,1
000138,20231016,1
000138,20231022,1
000138,20231029,1
000138,20231106,1
000139,20231017,1
000139,20231018,1
000139,20231019,1
000139,20231020,1
000139,20231023,1
000139,20231024,1
000139,20231025,1
000139,20231026,1
000139,20231027,1
000139,20231030,1
000139,20231101,1
000139,20231102,1
000139,20231103,1
000139,20231107,1
000139,20231108,1
000139,20231109,1
000139,20231110,1
000140,20231013,1
000140,20231016,1
000140,20231017,1
000140,20231018,1
000140,20231019,1
000140,20231020,1
000140,20231023,1
000140,20231024,1
000140,20231025,1
000140,20231026,1
000140,20231027,1
000140,20231030,1
000140,20231031,1
000140,20231101,1
000140,20231103,1
000140,20231106,1
000140,20231107,1
000140,20231108,1
000140,20231109,1
000140,20231110,1
000141,20231027,1
000141,20231103,1
000142,20231020,1
000142,20231023,1
000142,20231024,1
000142,20231025,1
000142,20231026,1
000142,20231030,1
000142,20231031,1
000142,20231101,1
000142,20231102,1
000143,20231013,1
000143,20231016,1
000143,20231017,1
000143,20231018,1
000143,20231019,1
000143,20231022,1
000143,20231023,1
000143,20231024,1
000143,20231025,1
000143,20231026,1
000143,20231029,1
000143,20231030,1
000143,20231031,1
000143,20231101,1
000143,20231102,1
000143,20231106,1
000143,20231107,1
000143,20231108,1
000143,20231109,1
000144,20231107,1
000145,20231024,1
000146,20231013,1
000146,20231016,1
000146,20231017,1
000146,20231018,1
000146,20231019,1
000146,20231020,1
000146,20231023,1
000146,20231025,1
000146,20231026,1
000146,20231027,1
000147,20231030,1
000147,20231101,1
000147,20231106,1
000147,20231108,1
000147,20231109,1
000147,20231110,1
000148,20231028,1
000148,20231029,1
000148,20231102,1
000148,20231103,1
000149,20231030,1
000149,20231031,1
000149,20231101,1
000149,20231102,1
000149,20231106,1
000149,20231107,1
000149,20231108,1
000149,20231109,1
000150,20231016,1
000150,20231017,1
000150,20231018,1
000150,20231019,1
000150,20231023,1
000150,20231024,1
000150,20231025,1
000150,20231026,1
000151,20231106,1
000151,20231107,1
000151,20231108,1
000151,20231109,1
000151,20231110,1
000152,20231031,1
000152,20231102,1
000152,20231103,1
000153,20231013,1
000153,20231016,1
000153,20231017,1
000153,20231018,1
000153,20231019,1
000153,20231020,1
000153,20231023,1
000153,20231024,1
000153,20231025,1
000153,20231026,1
000153,20231027,1
000154,20231030,1
000154,20231031,1
000154,20231101,1
000154,20231102,1
000154,20231106,1
000154,20231107,1
000154,20231108,1
000154,20231109,1
000154,20231110,1
000155,20231020,1
000155,20231103,1
000155,20231110,1
000156,20231013,1
000156,20231016,1
000156,20231017,1
000156,20231018,1
000156,20231019,1
000156,20231020,1
000156,20231023,1
000156,20231024,1
000156,20231025,1
000156,20231026,1
000157,20231016,1
000157,20231018,1
000157,20231019,1
000157,20231021,1
000157,20231023,1
000157,20231024,1
000157,20231025,1
000157,20231026,1
000157,20231027,1
000157,20231031,1
000157,20231101,1
000157,20231102,1
000157,20231103,1
000157,20231107,1
000157,20231108,1
000157,20231109,1
000157,20231110,1
000158,20231028,1
000158,20231030,1
000159,20231013,1
000159,20231017,1
000159,20231020,1
000160,20231013,1
000160,20231020,1
000160,20231027,1
000161,20231023,1
000161,20231024,1
000161,20231025,1
000161,20231026,1
000161,20231027,1
000161,20231030,1
000161,20231031,1
000161,20231101,1
000161,20231102,1
000161,20231103,1
000162,20231017,1
000162,20231018,1
000162,20231019,1
000162,20231023,1
000162,20231025,1
000162,20231026,1
000162,20231030,1
000162,20231031,1
000162,20231102,1
000162,20231108,1
000162,20231109,1
000163,20231013,1
000163,20231020,1
000163,20231024,1
000163,20231027,1
000163,20231101,1
000163,20231103,1
000163,20231107,1
000163,20231110,1
000164,20231021,1
000164,20231023,1
000164,20231028,1
000164,20231030,1
000164,20231031,1
000164,20231101,1
000164,20231102,1
000164,20231103,1
000164,20231107,1
000164,20231108,1
000164,20231109,1
000164,20231110,1
000165,20231013,1
000165,20231016,1
000165,20231017,1
000165,20231018,1
000165,20231019,1
000165,20231020,1
000165,20231023,1
000165,20231027,1
000165,20231030,1
000165,20231103,1
000165,20231106,1
000165,20231107,1
000165,20231108,1
000165,20231109,1
000165,20231110,1
000166,20231013,1
000166,20231016,1
000166,20231017,1
000166,20231018,1
000166,20231019,1
000166,20231020,1
000166,20231107,1
000166,20231108,1
000166,20231109,1
000166,20231110,1
000167,20231017,1
000167,20231020,1
000168,20231016,1
000168,20231018,1
000168,20231019,1
000168,20231023,1
000168,20231024,1
000168,20231025,1
000168,20231026,1
000168,20231027,1
000168,20231030,1
000168,20231031,1
000168,20231101,1
000168,20231102,1
000168,20231103,1
000168,20231106,1
000168,20231107,1
000168,20231108,1
000168,20231109,1
000168,20231110,1
000169,20231016,1
000169,20231017,1
000169,20231018,1
000169,20231019,1
000169,20231020,1
000169,20231021,1
000169,20231023,1
000169,20231024,1
000169,20231025,1
000169,20231026,1
000169,20231027,1
000169,20231028,1
000169,20231030,1
000169,20231031,1
000169,20231101,1
000169,20231102,1
000169,20231103,1
000169,20231106,1
000169,20231107,1
000169,20231108,1
000169,20231109,1
000169,20231110,1
000170,20231013,1
000170,20231016,1
000170,20231017,1
000170,20231018,1
000170,20231019,1
000170,20231020,1
000170,20231022,1
000170,20231023,1
000170,20231024,1
000170,20231025,1
000170,20231026,1
000170,20231027,1
000170,20231029,1
000170,20231030,1
000170,20231031,1
000170,20231101,1
000170,20231102,1
000170,20231103,1
000170,20231106,1
000170,20231107,1
000170,20231108,1
000170,20231109,1
000170,20231110,1
000171,20231023,1
000171,20231030,1
000171,20231031,1
000171,20231102,1
000171,20231103,1
000171,20231106,1
000171,20231107,1
000171,20231108,1
000171,20231109,1
000171,20231110,1
000172,20231016,1
000172,20231017,1
000172,20231018,1
000172,20231019,1
000172,20231020,1
000173,20231016,1
000173,20231017,1
000173,20231018,1
000173,20231019,1
000173,20231021,1
000173,20231022,1
000173,20231023,1
000173,20231024,1
000173,20231025,1
000173,20231026,1
000173,20231028,1
000173,20231029,1
000173,20231030,1
000173,20231031,1
000173,20231101,1
000173,20231102,1
000173,20231106,1
000173,20231107,1
000173,20231108,1
000173,20231109,1
000174,20231013,1
000174,20231110,1
000175,20231020,1
000175,20231027,1
000175,20231103,1
000176,20231016,1
000176,20231017,1
000176,20231018,1
000176,20231019,1
000176,20231021,1
000176,20231023,1
000176,20231024,1
000176,20231025,1
000176,20231026,1
000176,20231028,1
000176,20231030,1
000176,20231031,1
000176,20231101,1
000176,20231102,1
000176,20231106,1
000176,20231107,1
000176,20231108,1
000176,20231109,1
000177,20231013,1
000177,20231020,1
000177,20231027,1
000177,20231029,1
000178,20231016,1
000178,20231017,1
000178,20231018,1
000178,20231019,1
000178,20231020,1
000178,20231107,1
000178,20231108,1
000178,20231109,1
000178,20231110,1
000179,20231013,1
000179,20231016,1
000179,20231017,1
000179,20231018,1
000179,20231019,1
000179,20231020,1
000179,20231023,1
000179,20231024,1
000179,20231025,1
000179,20231026,1
000179,20231027,1
000179,20231029,1
000179,20231030,1
000179,20231031,1
000179,20231101,1
000179,20231102,1
000179,20231106,1
000179,20231107,1
000179,20231108,1
000179,20231109,1
000180,20231013,1
000180,20231018,1
000180,20231019,1
000180,20231021,1
000180,20231023,1
000180,20231024,1
000180,20231025,1
000180,20231026,1
000180,20231027,1
000180,20231028,1
000180,20231031,1
000180,20231101,1
000180,20231102,1
000180,20231103,1
000180,20231107,1
000180,20231108,1
000180,20231109,1
000180,20231110,1
000181,20231031,1
000181,20231102,1
000181,20231107,1
000181,20231108,1
000181,20231109,1
000181,20231110,1
000182,20231013,1
000182,20231017,1
000182,20231018,1
000182,20231019,1
000182,20231020,1
000183,20231023,1
000183,20231024,1
000183,20231025,1
000183,20231026,1
000183,20231027,1
000183,20231101,1
000184,20231031,1
000184,20231102,1
000184,20231103,1
000184,20231107,1
000184,20231108,1
000184,20231109,1
000184,20231110,1
000185,20231013,1
000185,20231016,1
000185,20231017,1
000185,20231018,1
000185,20231019,1
000185,20231023,1
000185,20231024,1
000185,20231025,1
000185,20231026,1
000185,20231030,1
000185,20231031,1
000185,20231101,1
000185,20231102,1
000185,20231103,1
000185,20231106,1
000185,20231107,1
000185,20231108,1
000185,20231109,1
000186,20231111,1
000186,20231112,1
000187,20231020,1
000187,20231021,1
000187,20231027,1
000187,20231028,1
000188,20231016,1
000188,20231030,1
000189,20231013,1
000189,20231017,1
000189,20231018,1
000189,20231019,1
000189,20231020,1
000189,20231107,1
000189,20231108,1
000189,20231109,1
000189,20231110,1
000190,20231031,1
000190,20231101,1
000190,20231102,1
000190,20231103,1
000191,20231018,1
000192,20231013,1
000192,20231017,1
000192,20231019,1
000192,20231020,1
000192,20231023,1
000192,20231024,1
000192,20231025,1
000192,20231026,1
000192,20231027,1
000192,20231031,1
000192,20231101,1
000192,20231102,1
000192,20231103,1
000192,20231107,1
000192,20231108,1
000192,20231109,1
000192,20231110,1
000193,20231023,1
000193,20231024,1
000193,20231025,1
000193,20231026,1
000193,20231027,1
000193,20231031,1
000193,20231101,1
000193,20231102,1
000193,20231103,1
000193,20231107,1
000193,20231108,1
000193,20231109,1
000193,20231110,1
000194,20231017,1
000194,20231018,1
000194,20231019,1
000194,20231024,1
000194,20231025,1
000194,20231026,1
000194,20231031,1
000194,20231102,1
000194,20231107,1
000194,20231108,1
000194,20231109,1
000195,20231013,1
000195,20231016,1
000195,20231020,1
000195,20231023,1
000195,20231027,1
000195,20231030,1
000195,20231101,1
000195,20231103,1
000195,20231106,1
000195,20231110,1
000196,20231022,1
000196,20231028,1
000197,20231014,1
000197,20231021,1
000198,20231107,1
000198,20231108,1
000198,20231109,1
000198,20231110,1
000199,20231016,1
000199,20231017,1
000199,20231018,1
000199,20231019,1
000199,20231020,1
000199,20231023,1
000199,20231024,1
000199,20231025,1
000199,20231026,1
000199,20231027,1
000199,20231030,1
000199,20231031,1
000199,20231102,1
000199,20231106,1
000200,20231024,1
000200,20231025,1
000200,20231026,1
000200,20231027,1
000200,20231031,1
000200,20231102,1
000200,20231103,1
000201,20231015,1
000201,20231016,1
000201,20231017,1
000201,20231018,1
000201,20231019,1
000201,20231020,1
000201,20231022,1
000201,20231023,1
000201,20231029,1
000201,20231106,1
000202,20231030,1
000202,20231105,1
000202,20231112,1
000203,20231015,1
000203,20231016,1
000203,20231017,1
000203,20231018,1
000203,20231019,1
000203,20231022,1
000203,20231023,1
000203,20231029,1
000203,20231030,1
000203,20231105,1
000203,20231112,1
000204,20231016,1
000204,20231023,1
000204,20231030,1
000205,20231017,1
000205,20231018,1
000205,20231019,1
000206,20231025,1
000206,20231026,1
000206,20231027,1
000206,20231031,1
000207,20231024,1
000207,20231102,1
000207,20231103,1
000208,20231016,1
000208,20231017,1
000208,20231018,1
000208,20231019,1
000208,20231020,1
000208,20231023,1
000209,20231016,1
000209,20231020,1
000209,20231023,1
000209,20231030,1
000210,20231015,1
000210,20231022,1
000210,20231029,1
000211,20231014,1
000211,20231015,1
000211,20231021,1
000211,20231022,1
000212,20231031,1
000212,20231102,1
000213,20231024,1
000213,20231025,1
000213,20231026,1
000213,20231027,1
000213,20231101,1
000214,20231019,1
000214,20231026,1
000214,20231102,1
000214,20231109,1
000215,20231019,1
000216,20231017,1
000217,20231026,1
000218,20231025,1
000219,20231108,1
000220,20231104,1
000220,20231112,1
000221,20231105,1
000221,20231106,1
000222,20231015,1
000222,20231022,1
000222,20231029,1
000222,20231030,1
000223,20231031,1
000223,20231101,1
000223,20231102,1
000224,20231107,1
000224,20231108,1
000224,20231109,1
000224,20231110,1
000224,20231111,1
000225,20231030,1
000225,20231101,1
000226,20231017,1
000226,20231019,1
000226,20231031,1
000226,20231106,1
000226,20231107,1
000226,20231108,1
000226,20231109,1
000226,20231110,1
000227,20231015,1
